date,state,positive,negative,pending,hospitalized,death,total,dateChecked,totalTestResults,fips,deathIncrease,hospitalizedIncrease,negativeIncrease,positiveIncrease,totalTestResultsIncrease
20200331,NJ,18696,27077,null,null,267,45773,2020-03-31 20:00:00,45773,34,69,0,1853,2060,3913
20200328,CA,4643,20549,64400,1034,101,89592,2020-03-28 20:00:00,25192,6,23,288,3169,764,3933
20200328,IL,3491,22000,null,null,47,25491,2020-03-28 20:00:00,25491,17,13,0,3484,465,3949
20200329,MA,4955,34111,null,399,48,39066,2020-03-29 20:00:00,39066,25,4,49,3319,698,4017
20200331,TN,2239,25121,null,175,23,27360,2020-03-31 20:00:00,27360,47,10,27,3651,405,4056
20200331,MA,6620,40315,null,562,89,46935,2020-03-31 20:00:00,46935,25,33,109,3274,868,4142
20200401,GA,4638,15688,null,952,139,20326,2020-04-01 20:00:00,20326,13,28,119,3436,709,4145
20200329,FL,4246,39070,null,594,56,43316,2020-03-29 20:00:00,43316,12,2,68,3704,483,4187
20200330,PA,4087,33777,null,386,49,37864,2020-03-30 20:00:00,37864,42,11,-296,3716,693,4409
20200329,MI,5486,11893,null,null,132,17379,2020-03-29 20:00:00,17379,26,40,0,2784,1829,4613
20200331,PA,4843,37645,null,514,63,42488,2020-03-31 20:00:00,42488,42,14,128,3868,756,4624
20200328,PA,2751,25254,null,682,34,28005,2020-03-28 20:00:00,28005,42,12,131,4238,533,4771
20200331,IL,5994,29231,null,null,99,35225,2020-03-31 20:00:00,35225,17,26,0,3842,937,4779
20200401,MA,7738,44000,null,682,122,51738,2020-04-01 20:00:00,51738,25,33,120,3685,1118,4803
20200324,MA,1159,12590,null,94,11,13749,2020-03-24 20:00:00,13749,25,2,15,4445,382,4827
20200327,NJ,8825,16547,null,null,108,25372,2020-03-27 20:00:00,25372,34,27,0,2886,1949,4835
20200321,FL,658,6579,1002,158,12,8239,2020-03-21 20:00:00,7237,12,2,158,4709,138,4847
20200327,FL,2765,28186,1517,456,34,32468,2020-03-27 20:00:00,30951,12,6,50,4445,410,4855
20200401,TX,3997,43860,null,196,58,47857,2020-04-01 20:00:00,47857,48,17,0,4134,731,4865
20200327,IL,3026,18516,null,null,34,21542,2020-03-27 20:00:00,21542,17,8,0,4423,488,4911
20200331,LA,5237,33730,null,1355,239,38967,2020-03-31 20:00:00,38967,22,54,170,3722,1212,4934
20200326,MI,2856,6550,null,null,60,9406,2020-03-26 20:00:00,9406,26,17,0,4481,562,5043
20200401,TN,2683,29769,null,200,24,32452,2020-04-01 20:00:00,32452,47,1,25,4648,444,5092
20200329,NJ,13386,22216,null,null,161,35602,2020-03-29 20:00:00,35602,34,21,0,2830,2262,5092
20200327,PA,2218,21016,null,551,22,23234,2020-03-27 20:00:00,23234,42,6,551,4575,531,5106
20200328,NJ,11124,19386,null,null,140,30510,2020-03-28 20:00:00,30510,34,32,0,2839,2299,5138
20200401,IL,6980,33404,null,null,141,40384,2020-04-01 20:00:00,40384,17,42,0,4173,986,5159
20200329,PA,3394,30061,null,682,38,33455,2020-03-29 20:00:00,33455,42,4,0,4807,643,5450
20200329,AZ,919,12953,null,78,17,13872,2020-03-29 20:00:00,13872,4,2,78,5498,46,5544
20200325,MN,287,11188,null,35,1,11475,2020-03-25 20:00:00,11475,27,0,14,5638,25,5663
20200328,MA,4257,30792,null,350,44,35049,2020-03-28 20:00:00,35049,25,9,131,4661,1017,5678
20200326,NJ,6876,13661,null,null,81,20537,2020-03-26 20:00:00,20537,34,19,0,3209,2474,5683
20200401,PA,5805,42427,null,620,74,48232,2020-04-01 20:00:00,48232,42,11,106,4782,962,5744
20200327,MA,3240,26131,null,219,35,29371,2020-03-27 20:00:00,29371,25,10,0,4927,823,5750
20200326,PA,1687,16441,null,null,16,18128,2020-03-26 20:00:00,18128,42,5,0,5248,560,5808
20200401,FL,6955,59529,1235,949,87,67719,2020-04-01 20:00:00,66484,12,10,126,5244,617,5861
20200325,MA,1838,17956,null,103,15,19794,2020-03-25 20:00:00,19794,25,4,9,5366,679,6045
20200330,LA,4025,30008,null,1185,185,34033,2020-03-30 20:00:00,34033,22,34,58,5677,485,6162
20200330,WA,4896,60566,null,254,195,65462,2020-03-30 20:00:00,65462,53,6,0,5670,586,6256
20200330,NJ,16636,25224,null,null,198,41860,2020-03-30 20:00:00,41860,34,37,0,3008,3250,6258
20200328,WA,3723,49015,null,254,175,52738,2020-03-28 20:00:00,52738,53,28,254,5842,516,6358
20200329,WA,4310,54896,null,254,189,59206,2020-03-29 20:00:00,59206,53,14,0,5881,587,6468
20200326,LA,2305,15724,null,676,83,18029,2020-03-26 20:00:00,18029,22,18,185,6068,510,6578
20200330,OH,1933,25342,null,475,39,27275,2020-03-30 20:00:00,27275,39,10,72,6330,280,6610
20200401,LA,6424,39352,null,1498,273,45776,2020-04-01 20:00:00,45776,22,34,143,5622,1187,6809
20200401,NJ,22255,30387,null,null,355,52642,2020-04-01 20:00:00,52642,34,88,0,3310,3559,6869
20200331,FL,6338,54285,1163,823,77,61786,2020-03-31 20:00:00,60623,12,14,171,6060,865,6925
20200316,CA,335,7981,null,null,6,8316,2020-03-16 20:00:00,8316,6,1,0,7065,42,7107
20200331,TX,3266,39726,null,196,41,42992,2020-03-31 20:00:00,42992,48,7,196,6723,389,7112
20200327,AZ,736,7455,30,null,13,8221,2020-03-27 20:00:00,8191,4,5,0,7108,159,7267
20200324,TN,667,10517,null,null,2,11184,2020-03-24 20:00:00,11184,47,0,0,7245,52,7297
20200318,NY,2382,12215,null,null,12,14597,2020-03-18 20:00:00,14597,36,5,0,6709,682,7391
20200319,NY,4152,18132,null,null,12,22284,2020-03-19 20:00:00,22284,36,0,0,5917,1770,7687
20200326,TX,1396,20028,null,null,18,21424,2020-03-26 20:00:00,21424,48,6,0,7508,422,7930
20200328,FL,3763,35366,null,526,54,39129,2020-03-28 20:00:00,39129,12,20,70,7180,998,8178
20200324,NJ,3675,8325,45,null,44,12045,2020-03-24 20:00:00,12000,34,17,0,7966,831,8797
20200326,FL,2355,23741,1443,406,28,27539,2020-03-26 20:00:00,26096,12,6,90,8367,673,9040
20200328,MO,838,10082,null,null,10,10920,2020-03-28 20:00:00,10920,29,2,0,9713,169,9882
20200330,TX,2877,33003,null,null,34,35880,2020-03-30 20:00:00,35880,48,0,0,9795,325,10120
20200320,NY,7102,25325,null,null,35,32427,2020-03-20 20:00:00,32427,36,23,0,7193,2950,10143
20200328,NY,52318,103616,null,10054,728,155934,2020-03-28 20:00:00,155934,36,209,1528,2498,7683,10181
20200330,FL,5473,48225,null,652,63,53698,2020-03-30 20:00:00,53698,12,7,58,9155,1227,10382
20200328,MD,992,11516,null,226,5,12508,2020-03-28 20:00:00,12508,24,0,53,11422,218,11640
20200327,WA,3207,43173,null,null,147,46380,2020-03-27 20:00:00,46380,53,15,0,11461,627,12088
20200325,NY,30811,72668,null,3805,285,103479,2020-03-25 20:00:00,103479,36,75,571,7063,5146,12209
20200324,NY,25665,65605,null,3234,210,91270,2020-03-24 20:00:00,91270,36,96,599,8191,4790,12981
20200321,NY,10356,35081,null,1603,44,45437,2020-03-21 20:00:00,45437,36,9,1603,9756,3254,13010
20200325,OH,704,14060,null,182,10,14764,2020-03-25 20:00:00,14764,39,2,37,13920,140,14060
20200330,NY,66497,119971,null,13721,1218,186468,2020-03-30 20:00:00,186468,36,253,1646,7124,6984,14108
20200401,NY,83712,137168,null,18368,1941,220880,2020-04-01 20:00:00,220880,36,391,2464,7777,7917,15694
20200322,NY,15168,46233,null,1974,114,61401,2020-03-22 20:00:00,61401,36,70,371,11152,4812,15964
20200329,NY,59513,112847,null,12075,965,172360,2020-03-29 20:00:00,172360,36,237,2021,9231,7195,16426
20200323,NY,20875,57414,null,2635,114,78289,2020-03-23 20:00:00,78289,36,0,661,11181,5707,16888
20200326,NY,37258,84846,null,6844,385,122104,2020-03-26 20:00:00,122104,36,100,3039,12178,6447,18625
20200331,NY,75795,129391,null,15904,1550,205186,2020-03-31 20:00:00,205186,36,332,2183,9420,9298,18718
20200327,NY,44635,101118,null,8526,519,145753,2020-03-27 20:00:00,145753,36,134,1682,16272,7377,23649
20200316,AS,0,null,null,null,null,0,2020-03-16 20:00:00,0,60,null,null,null,null,null
20200316,GU,3,23,null,null,null,26,2020-03-16 20:00:00,26,66,null,null,null,null,null
20200316,MP,0,null,null,null,null,0,2020-03-16 20:00:00,0,69,null,null,null,null,null
20200316,PR,5,9,null,null,null,14,2020-03-16 20:00:00,14,72,null,null,null,null,null
20200316,VI,1,null,null,null,null,1,2020-03-16 20:00:00,1,78,null,null,null,null,null
20200307,AL,0,null,null,null,null,0,2020-03-07 21:00:00,0,1,null,null,null,null,null
20200307,CT,0,null,null,null,null,0,2020-03-07 21:00:00,0,9,null,null,null,null,null
20200307,HI,1,null,null,null,null,1,2020-03-07 21:00:00,1,15,null,null,null,null,null
20200307,ID,0,27,null,null,null,27,2020-03-07 21:00:00,27,16,null,null,null,null,null
20200307,LA,0,null,null,null,null,0,2020-03-07 21:00:00,0,22,null,null,null,null,null
20200307,ME,0,1,null,null,null,1,2020-03-07 21:00:00,1,23,null,null,null,null,null
20200307,MO,0,null,null,null,null,0,2020-03-07 21:00:00,0,29,null,null,null,null,null
20200307,MS,0,null,null,null,null,0,2020-03-07 21:00:00,0,28,null,null,null,null,null
20200307,MT,0,11,null,null,null,11,2020-03-07 21:00:00,11,30,null,null,null,null,null
20200307,ND,0,0,null,null,null,0,2020-03-07 21:00:00,0,38,null,null,null,null,null
20200307,OK,1,null,null,null,null,1,2020-03-07 21:00:00,1,40,null,null,null,null,null
20200307,RI,2,null,null,null,null,2,2020-03-07 21:00:00,2,44,null,null,null,null,null
20200307,SD,0,5,0,null,null,5,2020-03-07 21:00:00,5,46,null,null,null,null,null
20200307,UT,1,null,null,null,null,1,2020-03-07 21:00:00,1,49,null,null,null,null,null
20200307,WY,0,null,null,null,null,0,2020-03-07 21:00:00,0,56,null,null,null,null,null
20200306,AK,0,8,1,null,null,9,2020-03-06 21:00:00,8,2,null,null,null,null,null
20200306,AR,0,6,0,null,null,6,2020-03-06 21:00:00,6,5,null,null,null,null,null
20200306,DE,0,10,0,null,null,10,2020-03-06 21:00:00,10,10,null,null,null,null,null
20200306,IA,0,15,2,null,null,17,2020-03-06 21:00:00,15,19,null,null,null,null,null
20200306,IN,1,null,null,null,null,1,2020-03-06 21:00:00,1,18,null,null,null,null,null
20200306,KS,0,4,0,null,null,4,2020-03-06 21:00:00,4,20,null,null,null,null,null
20200306,KY,0,7,3,null,null,10,2020-03-06 21:00:00,7,21,null,null,null,null,null
20200306,MN,0,36,null,null,null,36,2020-03-06 21:00:00,36,27,null,null,null,null,null
20200306,NM,0,16,0,null,null,16,2020-03-06 21:00:00,16,35,null,null,null,null,null
20200306,PA,2,null,null,null,null,2,2020-03-06 21:00:00,2,42,null,null,null,null,null
20200306,VT,0,8,null,null,null,8,2020-03-06 21:00:00,8,50,null,null,null,null,null
20200306,WV,0,1,4,null,null,5,2020-03-06 21:00:00,1,54,null,null,null,null,null
20200305,CO,0,19,21,null,null,40,2020-03-05 21:00:00,19,8,null,null,null,null,null
20200305,DC,0,6,2,null,null,8,2020-03-05 21:00:00,6,11,null,null,null,null,null
20200305,MD,0,17,14,null,null,31,2020-03-05 21:00:00,17,24,null,null,null,null,null
20200305,MI,0,8,0,null,null,8,2020-03-05 21:00:00,8,26,null,null,null,null,null
20200305,NE,0,17,5,null,null,22,2020-03-05 21:00:00,17,31,null,null,null,null,null
20200305,NJ,1,null,null,null,null,1,2020-03-05 21:00:00,1,34,null,null,null,null,null
20200305,NV,1,14,null,null,null,15,2020-03-05 21:00:00,15,32,null,null,null,null,null
20200305,OH,0,7,3,null,null,10,2020-03-05 21:00:00,7,39,null,null,null,null,null
20200305,TN,1,null,null,null,null,1,2020-03-05 21:00:00,1,47,null,null,null,null,null
20200305,VA,0,18,3,null,null,21,2020-03-05 21:00:00,18,51,null,null,null,null,null
20200304,AZ,2,27,5,null,null,34,2020-03-04 21:00:00,29,4,null,null,null,null,null
20200304,CA,53,462,null,null,null,515,2020-03-04 21:00:00,515,6,null,null,null,null,null
20200304,FL,2,24,16,null,null,42,2020-03-04 21:00:00,26,12,null,null,null,null,null
20200304,GA,2,null,null,null,null,2,2020-03-04 21:00:00,2,13,null,null,null,null,null
20200304,IL,4,124,27,null,null,155,2020-03-04 21:00:00,128,17,null,null,null,null,null
20200304,MA,2,null,null,null,null,2,2020-03-04 21:00:00,2,25,null,null,null,null,null
20200304,NC,1,null,null,null,null,1,2020-03-04 21:00:00,1,37,null,null,null,null,null
20200304,NH,2,10,7,null,null,19,2020-03-04 21:00:00,12,33,null,null,null,null,null
20200304,NY,6,48,24,null,null,78,2020-03-04 21:00:00,54,36,null,null,null,null,null
20200304,OR,3,29,18,null,null,50,2020-03-04 21:00:00,32,41,null,null,null,null,null
20200304,SC,0,5,0,null,null,5,2020-03-04 21:00:00,5,45,null,null,null,null,null
20200304,TX,1,null,null,null,null,1,2020-03-04 21:00:00,1,48,null,null,null,null,null
20200304,WA,39,null,null,null,10,39,2020-03-04 21:00:00,39,53,null,null,null,null,null
20200304,WI,1,19,6,null,null,26,2020-03-04 21:00:00,20,55,null,null,null,null,null
